,area_type,availability,location,bath,price,bhk,sqft
10941,Super built-up  Area,Soon to be Vacated,Thanisandra,1,46.0,1,663.0
10942,Super built-up  Area,Ready To Move,Other,2,146.0,2,1276.0
10944,Super built-up  Area,Ready To Move,Kodichikkanahalli,3,66.0,3,1400.0
10947,Built-up  Area,Ready To Move,Malleshwaram,3,275.0,3,2200.0
10949,Built-up  Area,Ready To Move,Green Glen Layout,3,80.0,3,1740.0
10951,Super built-up  Area,Ready To Move,Bannerghatta Road,2,47.0,2,1154.0
10952,Built-up  Area,Ready To Move,Munnekollal,2,40.0,2,1200.0
10953,Super built-up  Area,Ready To Move,Hennur,2,54.5,2,1155.0
10956,Super built-up  Area,Soon to be Vacated,Hebbal,5,192.0,4,2470.0
10957,Super built-up  Area,Ready To Move,Padmanabhanagar,2,60.0,2,1100.0
10958,Super built-up  Area,Ready To Move,Hormavu,2,65.0,2,1250.0
10959,Super built-up  Area,Ready To Move,Kothanur,2,70.0,2,1400.0
10960,Super built-up  Area,Ready To Move,Other,3,100.0,3,1600.0
10961,Built-up  Area,Ready To Move,Electronic City,2,55.0,2,1060.0
10962,Super built-up  Area,Ready To Move,Horamavu Banaswadi,2,50.0,2,1272.0
10963,Super built-up  Area,Soon to be Vacated,Kanakpura Road,2,105.0,2,1296.0
10964,Built-up  Area,Ready To Move,Other,3,280.0,4,2100.0
10965,Super built-up  Area,Ready To Move,Karuna Nagar,3,115.0,3,1945.0
10969,Super built-up  Area,Ready To Move,Other,3,270.0,3,2100.0
10971,Super built-up  Area,Ready To Move,Subramanyapura,3,110.0,3,1880.0
10972,Super built-up  Area,Soon to be Vacated,1st Block Jayanagar,4,368.0,4,2450.0
10973,Super built-up  Area,Ready To Move,Kenchenahalli,2,52.0,2,1060.0
10974,Super built-up  Area,Ready To Move,Hennur Road,3,138.0,3,2041.0
10975,Built-up  Area,Ready To Move,Hulimavu,2,125.0,2,1050.0
10976,Super built-up  Area,Ready To Move,Vasanthapura,2,36.28,2,1037.0
10978,Super built-up  Area,Ready To Move,LB Shastri Nagar,2,62.0,2,1184.0
10979,Built-up  Area,Ready To Move,Sarjapur  Road,3,126.0,3,1680.0
10980,Super built-up  Area,Soon to be Vacated,Thanisandra,3,100.0,3,1411.0
10983,Built-up  Area,Ready To Move,Other,4,320.0,4,3500.0
10984,Super built-up  Area,Ready To Move,Thanisandra,3,120.0,3,1702.0
10988,Super built-up  Area,Ready To Move,6th Phase JP Nagar,2,135.0,3,1515.0
10990,Super built-up  Area,Ready To Move,JP Nagar,2,57.0,2,1107.0
10991,Super built-up  Area,Ready To Move,Old Madras Road,3,106.0,3,1720.0
10992,Super built-up  Area,Ready To Move,Other,3,150.0,3,1540.0
10993,Super built-up  Area,Ready To Move,Bannerghatta Road,2,44.5,2,1000.0
10994,Super built-up  Area,Soon to be Vacated,Electronic City,1,40.42,1,710.0
10996,Built-up  Area,Ready To Move,Other,4,270.0,4,3200.0
10997,Plot  Area,Ready To Move,Other,2,160.0,2,900.0
10998,Built-up  Area,Ready To Move,Bannerghatta Road,2,48.0,2,1250.0
10999,Built-up  Area,Ready To Move,Kaggadasapura,4,130.0,5,2400.0
11000,Super built-up  Area,Ready To Move,Hegde Nagar,3,104.0,3,1584.01
11003,Super built-up  Area,Ready To Move,Kaggadasapura,2,70.0,3,1485.0
11004,Built-up  Area,Ready To Move,Hennur Road,2,78.0,3,1100.0
11005,Super built-up  Area,Soon to be Vacated,8th Phase JP Nagar,2,59.0,2,1245.0
11006,Built-up  Area,Soon to be Vacated,Hennur Road,4,154.0,4,1880.0
11007,Super built-up  Area,Soon to be Vacated,Frazer Town,3,350.0,3,2214.0
11010,Super built-up  Area,Soon to be Vacated,Bannerghatta Road,3,105.0,3,1640.0
11012,Built-up  Area,Ready To Move,Kengeri Satellite Town,2,43.0,2,1110.0
11014,Built-up  Area,Ready To Move,Other,4,630.0,4,4000.0
11017,Super built-up  Area,Ready To Move,Haralur Road,2,75.0,2,1300.0
11020,Super built-up  Area,Soon to be Vacated,Hennur Road,2,69.61,2,1232.0
11022,Built-up  Area,Ready To Move,7th Phase JP Nagar,2,88.0,3,1275.0
11023,Super built-up  Area,Ready To Move,Sarjapur  Road,2,68.0,3,1222.0
11024,Super built-up  Area,Ready To Move,Varthur,2,39.0,2,1155.0
11026,Super built-up  Area,Ready To Move,Horamavu Banaswadi,2,45.0,2,1200.0
11028,Super built-up  Area,Soon to be Vacated,Horamavu Agara,2,37.29,2,1166.0
11030,Super built-up  Area,Ready To Move,5th Phase JP Nagar,5,170.0,5,4000.0
11031,Plot  Area,Ready To Move,Rajaji Nagar,4,230.0,4,1350.0
11034,Plot  Area,Ready To Move,Dommasandra,3,75.0,3,900.0
11036,Super built-up  Area,Ready To Move,Chandapura,2,38.0,3,971.0
11037,Super built-up  Area,Ready To Move,Hennur,2,52.32,2,1255.0
11038,Built-up  Area,Ready To Move,EPIP Zone,2,65.0,2,1810.0
11041,Super built-up  Area,Ready To Move,Pattandur Agrahara,2,68.0,2,1350.0
11043,Super built-up  Area,Ready To Move,Thyagaraja Nagar,6,180.0,7,3000.0
11044,Plot  Area,Ready To Move,Brookefield,3,149.0,4,1560.0
11045,Super built-up  Area,Ready To Move,Somasundara Palya,3,126.0,3,1650.0
11047,Super built-up  Area,Ready To Move,Hennur Road,3,103.0,3,1748.0
11048,Plot  Area,Soon to be Vacated,Channasandra,3,67.77,3,1200.0
11049,Built-up  Area,Ready To Move,Kengeri Satellite Town,2,50.0,2,1170.0
11050,Built-up  Area,Ready To Move,Sarjapur  Road,4,225.0,4,3420.0
11053,Super built-up  Area,Ready To Move,Frazer Town,3,180.0,3,1870.0
11054,Super built-up  Area,Ready To Move,Sarjapur  Road,2,110.0,3,1510.0
11058,Super built-up  Area,Ready To Move,Indira Nagar,2,130.0,2,1149.0
11059,Built-up  Area,Ready To Move,Thanisandra,4,129.0,4,1948.0
11061,Super built-up  Area,Ready To Move,Sarjapur  Road,2,78.0,2,1242.0
11062,Super built-up  Area,Ready To Move,Sonnenahalli,2,58.0,2,1268.0
11063,Super built-up  Area,Ready To Move,Ramamurthy Nagar,2,50.0,2,1101.0
11065,Super built-up  Area,Ready To Move,Gunjur,3,62.63,3,1362.0
11066,Super built-up  Area,Ready To Move,Sarjapur  Road,3,140.0,3,984.0
11067,Super built-up  Area,Soon to be Vacated,Hosa Road,2,32.67,2,1089.0
11068,Built-up  Area,Ready To Move,Other,1,95.0,2,800.0
11069,Super built-up  Area,Ready To Move,Uttarahalli,2,57.0,3,1345.0
11070,Plot  Area,Ready To Move,Thanisandra,9,125.0,8,3600.0
11071,Plot  Area,Ready To Move,Other,2,140.0,4,1650.0
11072,Super built-up  Area,Ready To Move,Kaggalipura,2,45.0,2,950.0
11073,Super built-up  Area,Ready To Move,HBR Layout,2,43.0,2,1068.0
11074,Built-up  Area,Ready To Move,Yelahanka New Town,1,31.0,2,860.0
11075,Built-up  Area,Ready To Move,Kengeri,5,130.0,8,3000.0
11079,Super built-up  Area,Ready To Move,Banashankari,3,125.0,3,1800.0
11082,Super built-up  Area,Soon to be Vacated,Old Airport Road,4,204.0,4,2732.0
11085,Super built-up  Area,Ready To Move,Ananth Nagar,2,38.0,2,1010.0
11086,Built-up  Area,Ready To Move,Nagarbhavi,3,170.0,2,1250.0
11087,Super built-up  Area,Ready To Move,Doddakallasandra,2,41.0,2,1010.0
11090,Super built-up  Area,Soon to be Vacated,Mysore Road,3,115.0,3,1248.52
11091,Built-up  Area,Ready To Move,Attibele,1,10.0,1,410.0
11095,Super built-up  Area,Ready To Move,JP Nagar,2,93.0,2,1250.0
11103,Super built-up  Area,Ready To Move,KR Puram,2,43.0,2,1096.0
11104,Super built-up  Area,Soon to be Vacated,Electronic City Phase II,2,33.5,2,1160.0
11105,Built-up  Area,Ready To Move,Other,3,139.0,3,1936.0
11106,Super built-up  Area,Ready To Move,Nehru Nagar,2,63.0,3,1269.0
11107,Super built-up  Area,Soon to be Vacated,Other,3,630.0,3,3500.0
11108,Super built-up  Area,Soon to be Vacated,Panathur,3,125.0,3,1586.0
11109,Super built-up  Area,Soon to be Vacated,Rajaji Nagar,2,124.0,2,1376.0
11111,Super built-up  Area,Soon to be Vacated,Hosa Road,3,107.0,3,1538.0
11112,Super built-up  Area,Soon to be Vacated,Hosur Road,2,130.0,3,1427.0
11115,Super built-up  Area,Ready To Move,Harlur,2,77.0,2,1197.0
11116,Super built-up  Area,Soon to be Vacated,Varthur,1,19.9,2,674.0
11117,Built-up  Area,Ready To Move,Kengeri,1,15.0,1,410.0
11118,Built-up  Area,Soon to be Vacated,Thanisandra,3,90.0,3,1573.0
11119,Super built-up  Area,Ready To Move,Dodda Nekkundi,2,58.0,2,1135.0
11121,Super built-up  Area,Ready To Move,Other,1,65.0,1,1200.0
11124,Super built-up  Area,Ready To Move,Sonnenahalli,2,56.0,2,1268.0
11125,Super built-up  Area,Ready To Move,Kambipura,2,39.0,2,883.0
11126,Super built-up  Area,Ready To Move,Yelahanka,3,100.0,3,1600.0
11127,Super built-up  Area,Ready To Move,Thanisandra,2,70.0,2,1056.0
11129,Plot  Area,Ready To Move,Whitefield,4,330.0,4,4500.0
11130,Super built-up  Area,Ready To Move,KR Puram,2,58.0,2,1204.0
11132,Built-up  Area,Ready To Move,Hennur Road,2,80.3,2,1460.0
11133,Super built-up  Area,Ready To Move,Dodda Nekkundi,2,41.18,2,1100.0
11134,Super built-up  Area,Ready To Move,Other,2,88.0,2,1310.0
11138,Super built-up  Area,Ready To Move,Uttarahalli,2,57.0,3,1345.0
11139,Built-up  Area,Ready To Move,Other,5,240.0,5,2000.0
11140,Super built-up  Area,Ready To Move,Singasandra,2,67.0,2,1416.0
11141,Super built-up  Area,Ready To Move,HSR Layout,2,46.0,2,1145.0
11146,Built-up  Area,Ready To Move,Rajiv Nagar,2,43.0,2,972.0
11147,Built-up  Area,Ready To Move,Other,4,345.0,4,4500.0
11148,Super built-up  Area,Ready To Move,Bellandur,2,47.39,2,1185.0
11149,Built-up  Area,Ready To Move,Green Glen Layout,3,81.0,3,1750.0
11150,Built-up  Area,Ready To Move,Other,4,316.0,3,3155.0
11151,Super built-up  Area,Soon to be Vacated,Balagere,2,68.0,2,1007.0
11152,Super built-up  Area,Ready To Move,Rajaji Nagar,3,200.0,3,1700.0
11153,Super built-up  Area,Ready To Move,Whitefield,2,85.0,2,1250.0
11155,Super built-up  Area,Soon to be Vacated,Horamavu Agara,2,42.28,2,994.0
11156,Super built-up  Area,Soon to be Vacated,Ramamurthy Nagar,2,40.0,2,1150.0
11158,Super built-up  Area,Ready To Move,Other,2,115.0,2,1441.0
11159,Super built-up  Area,Soon to be Vacated,Old Madras Road,2,47.32,2,1157.0
11161,Super built-up  Area,Ready To Move,Thigalarapalya,2,105.0,2,1400.0
11162,Built-up  Area,Ready To Move,Tindlu,3,65.0,3,1370.07
11164,Super built-up  Area,Soon to be Vacated,Judicial Layout,2,40.0,2,900.0
11165,Super built-up  Area,Ready To Move,Other,1,17.0,1,418.0
11166,Plot  Area,Ready To Move,Other,3,80.0,3,1200.0
11167,Built-up  Area,Ready To Move,ISRO Layout,2,43.0,2,1200.0
11168,Super built-up  Area,Ready To Move,Talaghattapura,2,42.48,2,1062.0
11170,Super built-up  Area,Ready To Move,Bannerghatta Road,2,44.0,2,1012.0
11171,Plot  Area,Ready To Move,Other,2,200.0,3,1500.0
11174,Super built-up  Area,Ready To Move,Kanakpura Road,2,78.0,2,1430.0
11175,Super built-up  Area,Ready To Move,Channasandra,2,56.0,3,1195.0
11177,Super built-up  Area,Ready To Move,Bisuvanahalli,2,42.0,3,1075.0
11180,Built-up  Area,Soon to be Vacated,Sonnenahalli,2,59.0,2,1011.0
11181,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,102.0,3,1450.0
11182,Super built-up  Area,Ready To Move,Sarjapur  Road,2,69.0,2,1129.0
11183,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2,36.0,2,1126.0
11184,Plot  Area,Soon to be Vacated,Attibele,3,110.0,3,1200.0
11188,Super built-up  Area,Ready To Move,Hennur Road,3,140.0,3,1933.0
11189,Built-up  Area,Ready To Move,TC Palaya,2,64.0,2,1082.0
11190,Plot  Area,Ready To Move,LB Shastri Nagar,8,250.0,8,2400.0
11191,Super built-up  Area,Soon to be Vacated,Other,1,28.0,1,610.0
11192,Plot  Area,Ready To Move,Raja Rajeshwari Nagar,4,160.0,4,1560.0
11193,Super built-up  Area,Ready To Move,Kathriguppe,3,77.99,3,1300.0
11195,Built-up  Area,Ready To Move,CV Raman Nagar,2,46.0,2,1125.0
11197,Super built-up  Area,Ready To Move,Kengeri Satellite Town,2,25.0,2,777.4
11199,Super built-up  Area,Ready To Move,Old Airport Road,3,150.0,3,1798.0
11200,Built-up  Area,Ready To Move,Other,3,120.0,3,1864.0
11202,Super built-up  Area,Ready To Move,Kengeri,1,25.0,1,400.0
11203,Super built-up  Area,Ready To Move,Rajaji Nagar,2,70.0,2,1200.0
11204,Super built-up  Area,Soon to be Vacated,Ananth Nagar,2,24.8,2,992.0
11205,Built-up  Area,Ready To Move,Other,2,57.0,2,950.0
11206,Plot  Area,Ready To Move,R.T. Nagar,4,185.0,4,1500.0
11207,Super built-up  Area,Ready To Move,Bellandur,2,62.0,2,1200.0
11208,Built-up  Area,Ready To Move,GM Palaya,3,70.0,3,1735.0
11209,Built-up  Area,Ready To Move,BTM 2nd Stage,3,172.0,3,1750.0
11210,Super built-up  Area,Ready To Move,HSR Layout,2,56.0,2,1009.0
11211,Super built-up  Area,Ready To Move,Jalahalli,2,102.0,3,1470.0
11212,Super built-up  Area,Ready To Move,Bannerghatta Road,3,115.0,3,1527.0
11214,Built-up  Area,Ready To Move,Chandapura,4,135.0,4,3300.0
11215,Super built-up  Area,Soon to be Vacated,Whitefield,2,77.0,2,1277.0
11217,Super built-up  Area,Ready To Move,Whitefield,3,140.0,3,1820.0
11219,Super built-up  Area,Ready To Move,Banashankari,3,205.0,3,1886.0
11220,Plot  Area,Ready To Move,Other,2,190.0,3,1200.0
11221,Super built-up  Area,Ready To Move,Jakkur,4,110.0,3,1880.0
11222,Super built-up  Area,Ready To Move,Hennur,2,52.35,2,1255.0
11224,Super built-up  Area,Ready To Move,Somasundara Palya,2,46.0,2,1140.0
11225,Built-up  Area,Soon to be Vacated,Electronic City Phase II,2,29.6,2,1025.0
11226,Built-up  Area,Ready To Move,Whitefield,4,247.0,4,3453.0
11228,Plot  Area,Ready To Move,Other,4,165.0,4,1200.0
11229,Super built-up  Area,Ready To Move,Sarjapur  Road,3,140.0,3,1850.0
11230,Super built-up  Area,Ready To Move,Kaikondrahalli,2,78.0,2,1250.0
11233,Super built-up  Area,Soon to be Vacated,Jalahalli,2,88.0,2,1244.0
11235,Super built-up  Area,Soon to be Vacated,Kengeri Satellite Town,2,28.57,2,1025.0
11239,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,39.33,2,1035.0
11240,Plot  Area,Ready To Move,2nd Stage Nagarbhavi,3,230.0,4,1500.0
11241,Super built-up  Area,Soon to be Vacated,Hosa Road,2,84.22,3,1470.0
11243,Super built-up  Area,Ready To Move,Harlur,3,125.0,3,1752.12
11246,Super built-up  Area,Ready To Move,Old Madras Road,3,170.0,3,2990.0
11248,Super built-up  Area,Ready To Move,Electronic City,3,63.43,3,1275.0
11249,Super built-up  Area,Soon to be Vacated,Bommasandra Industrial Area,3,52.81,3,1365.0
11250,Plot  Area,Ready To Move,Other,2,90.0,3,1200.0
11251,Super built-up  Area,Ready To Move,Kanakpura Road,3,170.0,3,2546.0
11252,Super built-up  Area,Soon to be Vacated,Banashankari Stage VI,3,69.46,3,1392.0
11256,Super built-up  Area,Ready To Move,Singasandra,2,73.0,3,1476.0
11257,Built-up  Area,Ready To Move,KR Puram,1,21.5,1,700.0
11259,Built-up  Area,Ready To Move,Jigani,2,48.0,2,943.0
11260,Plot  Area,Ready To Move,Pai Layout,2,170.0,2,1150.0
11262,Super built-up  Area,Soon to be Vacated,Varthur,3,69.43,3,1615.0
11263,Super built-up  Area,Ready To Move,Other,2,100.0,2,1279.0
11265,Built-up  Area,Ready To Move,Benson Town,3,280.0,3,1805.0
11266,Built-up  Area,Ready To Move,Sompura,3,65.0,3,1350.0
11268,Super built-up  Area,Soon to be Vacated,Rajaji Nagar,2,123.0,2,1357.0
11269,Super built-up  Area,Soon to be Vacated,Hebbal,3,117.0,3,1645.0
11270,Super built-up  Area,Ready To Move,Ardendale,3,92.0,3,1777.26
11271,Super built-up  Area,Ready To Move,Bisuvanahalli,2,32.0,2,845.0
11273,Super built-up  Area,Soon to be Vacated,Varthur,2,64.15,2,1210.0
11274,Super built-up  Area,Soon to be Vacated,Electronic City Phase II,2,22.8,2,829.0
11275,Super built-up  Area,Ready To Move,Sarjapur  Road,3,155.0,3,1879.0
11280,Super built-up  Area,Soon to be Vacated,Sarjapur  Road,2,75.0,3,1157.0
11282,Super built-up  Area,Ready To Move,Green Glen Layout,3,115.0,3,1751.0
11283,Plot  Area,Ready To Move,Other,3,250.0,5,1550.0
11286,Super built-up  Area,Ready To Move,Channasandra,2,38.0,2,1175.0
11287,Built-up  Area,Ready To Move,Jalahalli,2,98.49,2,1407.0
11288,Super built-up  Area,Ready To Move,Yelachenahalli,2,50.0,2,1000.0
11289,Super built-up  Area,Ready To Move,Electronic City,3,75.0,3,1518.0
11290,Plot  Area,Ready To Move,Other,4,300.0,4,3600.0
11291,Super built-up  Area,Soon to be Vacated,Tumkur Road,2,67.0,2,1027.0
11293,Built-up  Area,Ready To Move,HSR Layout,2,46.0,2,1145.0
11294,Super built-up  Area,Soon to be Vacated,Rajaji Nagar,2,113.0,2,1260.0
11298,Plot  Area,Ready To Move,Other,4,120.0,3,1600.0
11299,Built-up  Area,Ready To Move,Hegde Nagar,3,135.0,3,1500.0
11301,Plot  Area,Ready To Move,Banashankari Stage V,4,240.0,3,1200.0
11302,Super built-up  Area,Soon to be Vacated,Hennur Road,2,46.5,2,1030.0
11303,Built-up  Area,Ready To Move,Gubbalala,6,88.0,6,2500.0
11304,Super built-up  Area,Ready To Move,Kammasandra,2,35.0,2,1057.0
11305,Super built-up  Area,Soon to be Vacated,Old Airport Road,4,208.0,4,2774.0
11307,Super built-up  Area,Ready To Move,Hormavu,2,53.7,2,1075.0
11308,Super built-up  Area,Ready To Move,Mysore Road,2,60.0,3,1080.0
11311,Super built-up  Area,Ready To Move,Singasandra,2,45.0,2,1139.7
11314,Super built-up  Area,Ready To Move,Sarjapur  Road,5,175.0,4,2425.0
11315,Super built-up  Area,Ready To Move,Sarjapur  Road,2,74.0,2,1323.0
11316,Super built-up  Area,Soon to be Vacated,Hennur Road,2,69.61,2,1232.0
11317,Super built-up  Area,Ready To Move,Kalena Agrahara,2,40.0,2,900.0
11318,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,1,23.65,1,740.0
11319,Super built-up  Area,Soon to be Vacated,Hebbal,3,134.0,3,1920.0
11321,Super built-up  Area,Ready To Move,Bannerghatta Road,3,96.0,3,1550.0
11322,Super built-up  Area,Ready To Move,Gunjur,2,90.0,3,1588.0
11324,Built-up  Area,Ready To Move,R.T. Nagar,8,165.0,9,3600.0
11325,Built-up  Area,Ready To Move,Other,2,86.0,2,1308.0
11327,Plot  Area,Ready To Move,Kogilu,9,450.0,10,3280.0
11328,Built-up  Area,Ready To Move,Other,3,265.0,4,2170.0
11329,Super built-up  Area,Ready To Move,Thanisandra,3,135.0,3,1719.0
11330,Super built-up  Area,Ready To Move,Horamavu Agara,2,41.51,2,1107.83
11332,Built-up  Area,Soon to be Vacated,Electronic City,2,31.48,1,1090.0
11333,Plot  Area,Ready To Move,Other,5,210.0,5,1500.0
11334,Super built-up  Area,Soon to be Vacated,Jakkur,3,104.0,3,1660.0
11335,Super built-up  Area,Ready To Move,Nagavara,2,58.56,2,1247.0
11336,Super built-up  Area,Soon to be Vacated,Thanisandra,3,96.0,3,1595.0
11337,Super built-up  Area,Ready To Move,Kaggadasapura,2,50.0,2,1175.0
11339,Super built-up  Area,Ready To Move,Old Airport Road,2,78.0,2,1184.0
11341,Plot  Area,Soon to be Vacated,Kaval Byrasandra,2,78.0,2,935.0
11342,Built-up  Area,Ready To Move,Yelahanka,2,60.0,2,1200.0
11343,Plot  Area,Ready To Move,Rajaji Nagar,5,408.0,5,2400.0
11345,Built-up  Area,Ready To Move,Uttarahalli,2,52.0,2,1000.0
11346,Super built-up  Area,Ready To Move,Yelahanka,3,85.0,3,1705.0
11348,Plot  Area,Ready To Move,Chikka Tirupathi,4,120.0,4,2325.0
11351,Super built-up  Area,Soon to be Vacated,Varthur,2,95.0,2,1402.0
11352,Super built-up  Area,Soon to be Vacated,Whitefield,4,125.0,3,2280.0
11354,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2,53.0,2,1080.0
11356,Super built-up  Area,Ready To Move,Other,3,300.0,3,1919.0
11357,Built-up  Area,Ready To Move,Begur Road,2,42.6,2,1100.0
11358,Super built-up  Area,Ready To Move,Sarjapur  Road,4,225.0,4,2500.0
11359,Super built-up  Area,Soon to be Vacated,Bannerghatta Road,2,78.0,2,1200.0
11361,Plot  Area,Soon to be Vacated,Other,3,78.0,2,1200.0
11363,Super built-up  Area,Soon to be Vacated,Whitefield,5,200.0,4,2882.0
11365,Super built-up  Area,Ready To Move,Other,3,273.0,3,2180.0
11367,Super built-up  Area,Ready To Move,Abbigere,2,38.92,2,985.0
11368,Built-up  Area,Ready To Move,Sarjapur,2,35.0,2,950.0
11371,Plot  Area,Ready To Move,Other,4,180.0,4,1200.0
11373,Super built-up  Area,Ready To Move,Hoskote,2,28.095,2,1003.5
11374,Built-up  Area,Ready To Move,Kaval Byrasandra,3,200.0,3,2700.0
11377,Plot  Area,Ready To Move,Sarjapur,3,330.0,3,3009.0
11378,Super built-up  Area,Ready To Move,Other,8,310.0,8,3300.0
11379,Built-up  Area,Ready To Move,Chandapura,1,30.0,2,800.0
11380,Built-up  Area,Ready To Move,Chikkabanavar,4,65.0,5,2000.0
11381,Plot  Area,Ready To Move,Other,4,190.0,4,1200.0
11382,Built-up  Area,Ready To Move,Other,2,95.0,2,1300.0
11384,Super built-up  Area,Ready To Move,Sarjapur  Road,3,178.0,3,2289.0
11386,Super built-up  Area,Ready To Move,Other,2,89.5,2,1350.0
11387,Super built-up  Area,Ready To Move,Kambipura,2,45.0,2,883.0
11388,Built-up  Area,Ready To Move,Thanisandra,3,125.0,3,1698.0
11389,Super built-up  Area,Soon to be Vacated,Electronic City Phase II,4,105.0,4,2187.5
11390,Super built-up  Area,Ready To Move,Ambalipura,2,58.5,2,1060.0
11391,Super built-up  Area,Ready To Move,Somasundara Palya,2,75.0,2,1185.0
11392,Super built-up  Area,Soon to be Vacated,Padmanabhanagar,3,180.0,3,2051.0
11393,Super built-up  Area,Ready To Move,Vittasandra,2,72.0,2,1404.0
11394,Super built-up  Area,Ready To Move,Electronic City Phase II,2,67.0,2,1252.0
11395,Super built-up  Area,Soon to be Vacated,Bannerghatta Road,3,125.0,3,1885.0
11396,Built-up  Area,Ready To Move,Kaikondrahalli,6,225.0,6,3381.0
11397,Super built-up  Area,Ready To Move,Hormavu,2,42.0,2,980.0
11398,Super built-up  Area,Ready To Move,Rajaji Nagar,3,340.0,3,2500.0
11401,Built-up  Area,Ready To Move,Other,3,156.0,3,2312.0
11403,Built-up  Area,Ready To Move,Other,2,70.0,2,1175.0
11405,Built-up  Area,Ready To Move,Bhoganhalli,2,52.5,2,970.0
11407,Super built-up  Area,Soon to be Vacated,Whitefield,3,92.63,3,1639.5
11409,Built-up  Area,Ready To Move,Other,3,240.0,3,2150.0
11411,Built-up  Area,Ready To Move,Harlur,3,320.0,3,3425.0
11412,Built-up  Area,Soon to be Vacated,Hennur Road,4,253.0,4,2950.0
11413,Super built-up  Area,Soon to be Vacated,Jalahalli,2,66.0,1,1200.0
